t1_name,t1_rank,t1_form_wins,t1_form_losses,t1_h2h_wins,t2_name,t2_rank,t2_form_wins,t2_form_losses,t2_h2h_wins,h2h_ot,t1_score,t2_score,outcome
1WIN,48,0,0,1,ex-Marlian,57,0,0,2,2,0,2,0
Enterprise,0,0,0,0,Entropiq Prague,0,0,0,0,0,0,3,0
Lemondogs,118,0,0,2,Lilmix,90,0,0,2,0,1,2,0
Rhyno,0,0,0,0,N2E,0,0,0,0,0,2,0,1
Izako Boars,53,0,0,2,Illuminar,0,0,0,4,0,0,2,0
Virtus.pro,7,0,0,10,Spirit,12,0,0,11,1,2,1,1
Nordavind,46,0,0,1,Apeks,59,0,0,0,0,2,0,1
ENCE,25,0,0,2,Fiend,26,0,0,0,0,2,0,1
Unique,166,0,0,0,ZJ,0,0,0,0,0,3,1,1
eXploit,132,0,0,0,sh1zlEEpeek,0,0,0,0,0,16,9,1
EC Brugge,75,0,0,0,Sprout,30,0,0,0,0,0,2,0
LDLC,50,0,0,0,PIXLIP,262,0,0,0,0,2,0,1
eSuba,133,0,0,1,Sampi,217,0,0,0,0,2,1,1
sh1zlEEpeek,0,0,0,0,N2E,0,0,0,0,0,16,10,1
SKADE,19,0,0,3,K23,31,0,0,6,2,1,2,0
eXploit,132,0,0,0,Rhyno,0,0,0,0,0,16,12,1
Pompa,0,0,0,0,Spirit Academy,61,0,0,0,0,0,2,0
Renegades,51,0,0,25,ORDER,89,0,0,7,4,0,2,0
Dire Wolves,83,0,0,2,Rooster,154,0,0,0,0,1,2,0
Fiend,26,0,0,0,GROND,98,0,0,0,0,2,0,1
EXTREMUM,38,0,0,0,O PLANO,44,0,0,0,0,2,0,1
Jaguares,107,0,0,0,Bravos,100,0,0,1,0,0,2,0
FURIA,6,0,0,20,Liquid,9,0,0,12,4,1,2,0
Paquetá,80,0,0,5,Santos,148,0,0,1,0,2,0,1
HONORIS,120,0,0,4,Illuminar,0,0,0,3,1,0,2,0
G2,4,0,0,5,NIP,14,0,0,3,2,1,2,0
Lyngby Vikings,78,0,0,0,KOVA,76,0,0,0,0,2,1,1
Entropiq Prague,0,0,0,0,Sampi,217,0,0,0,0,2,0,1
Young Ninjas,35,0,0,2,Lilmix,90,0,0,1,0,2,0,1
Izako Boars,53,0,0,7,PACT,110,0,0,10,4,1,2,0
Natus Vincere,2,0,0,4,Spirit,12,0,0,0,0,0,2,0
Endpoint,34,0,0,0,GAIJIN,136,0,0,0,0,2,0,1
PIXLIP,262,0,0,0,Boys without Pyjamas,0,0,0,0,0,2,0,1
Vinkelparty,0,0,0,0,Lemondogs,118,0,0,0,0,2,0,1
Vitality,10,0,0,0,DBL PONEY,33,0,0,2,0,2,0,1
Lyngby Vikings,78,0,0,4,100PG,55,0,0,0,0,2,1,1
Enterprise,0,0,0,0,eSuba,133,0,0,0,0,2,0,1
Endpoint,34,0,0,1,GamerLegion,60,0,0,1,0,2,1,1
Sprout,30,0,0,2,Sangal,49,0,0,1,0,2,0,1
LDLC,50,0,0,0,Project Eversio,0,0,0,0,0,2,0,1
Entropiq,15,0,0,2,Virtus.pro,7,0,0,0,0,0,2,0
DBL PONEY,33,0,0,0,777,145,0,0,0,0,2,0,1
Dignitas,23,0,0,0,TTC,101,0,0,0,0,2,0,1
ex-Marlian,57,0,0,0,FATE,86,0,0,0,0,2,0,1
Entropiq,15,0,0,5,100PG,55,0,0,0,0,2,1,1
Rooster,154,0,0,11,Paradox,125,0,0,7,2,2,0,1
1WIN,48,0,0,0,MAD Lions,65,0,0,0,0,2,1,1
VERTEX,152,0,0,1,Dire Wolves,83,0,0,8,0,1,2,0
HAVU,21,0,0,0,Izako Boars,53,0,0,0,0,0,2,0
Santos,148,0,0,0,DETONA,0,0,0,0,0,2,1,1
O PLANO,44,0,0,0,paiN,32,0,0,2,0,2,1,1
EXTREMUM,38,0,0,10,Extra Salt,18,0,0,4,1,2,1,1
Keyd,158,0,0,0,Paquetá,80,0,0,0,0,0,2,0
Heroic,3,0,0,7,NIP,14,0,0,4,0,1,2,0
ALTERNATE aTTaX,113,0,0,1,Nemiga,56,0,0,2,0,2,1,1
Lilmix,90,0,0,0,Case,72,0,0,0,0,0,2,0
LDLC,50,0,0,3,Movistar Riders,27,0,0,3,0,2,0,1
Virtus.pro,7,0,0,0,Akuma,47,0,0,0,0,0,2,0
Spirit Academy,61,0,0,0,mCon,187,0,0,0,0,2,0,1
mousesports,13,0,0,4,G2,4,0,0,8,0,2,0,1
Copenhagen Flames,41,0,0,0,100PG,55,0,0,0,0,2,0,1
Complexity,11,0,0,8,Sprout,30,0,0,1,1,2,0,1
NAVI Junior,67,0,0,0,GORILLAZ,91,0,0,0,0,2,0,1
KOVA,76,0,0,2,Izako Boars,53,0,0,2,0,1,2,0
EC Brugge,75,0,0,0,HONORIS,120,0,0,2,0,2,0,1
Nexus,124,0,0,0,Pompa,0,0,0,0,0,1,2,0
HAVU,21,0,0,0,Wisla Krakow,43,0,0,2,0,0,2,0
Spirit,12,0,0,17,Gambit,1,0,0,13,2,0,2,0
MAD Lions,65,0,0,0,Lyngby Vikings,78,0,0,0,0,1,2,0
AGO,36,0,0,1,Entropiq,15,0,0,6,1,2,1,1
Dire Wolves,83,0,0,2,ORDER,89,0,0,5,1,1,2,0
Dignitas,23,0,0,0,100PG,55,0,0,0,0,2,1,1
GROND,98,0,0,0,BEE,161,0,0,0,0,2,0,1
Copenhagen Flames,41,0,0,0,GamerLegion,60,0,0,0,0,1,2,0
SKADE,19,0,0,3,Endpoint,34,0,0,7,0,1,2,0
Fiend,26,0,0,0,Save's,177,0,0,0,0,2,0,1
Renegades,51,0,0,5,Paradox,125,0,0,0,0,2,0,1
Jaguares,107,0,0,3,Santos,148,0,0,6,1,2,1,1
Paquetá,80,0,0,4,Bravos,100,0,0,2,3,1,2,0
paiN,32,0,0,2,Liquid,9,0,0,1,0,0,2,0
Extra Salt,18,0,0,0,Secret Club,70,0,0,0,0,2,0,1
Triumph,64,0,0,1,QcClan,237,0,0,0,0,2,0,1
Extra Salt,18,0,0,3,FURIA,6,0,0,3,1,1,2,0
Veloz,0,0,0,0,CENSRD,138,0,0,0,0,0,1,0
Santos,148,0,0,0,Keyd,158,0,0,2,0,2,1,1
Bravos,100,0,0,0,DETONA,0,0,0,0,0,2,0,1
FunPlus Phoenix,17,0,0,1,Sprout,30,0,0,2,0,2,1,1
PGE Turow,0,0,0,0,Illuminar,0,0,0,0,0,0,2,0
NIP,14,0,0,5,BIG,8,0,0,5,3,2,1,1
LDLC,50,0,0,0,Apeks,59,0,0,0,0,2,1,1
Lemondogs,118,0,0,0,Granit,251,0,0,0,0,2,1,1
HONORIS,120,0,0,2,Wisla Krakow,43,0,0,3,0,2,1,1
Nemiga,56,0,0,0,BLINK,77,0,0,0,0,2,1,1
LowLandLions,192,0,0,0,ZJ,0,0,0,0,0,1,2,0
HAVU,21,0,0,7,Dignitas,23,0,0,3,2,2,0,1
forZe,16,0,0,4,Natus Vincere,2,0,0,2,1,0,2,0
ALTERNATE aTTaX,113,0,0,0,SAW,37,0,0,0,0,0,2,0
Movistar Riders,27,0,0,2,AGO,36,0,0,2,0,0,2,0
Astralis,5,0,0,7,Heroic,3,0,0,7,3,0,2,0
Fiend,26,0,0,0,100PG,55,0,0,0,0,2,0,1
Complexity,11,0,0,2,Anonymo,39,0,0,1,0,2,0,1
K23,31,0,0,4,Entropiq,15,0,0,1,3,1,2,0
Dignitas,23,0,0,0,SKADE,19,0,0,0,0,2,1,1
Sinners,29,0,0,0,TTC,101,0,0,0,0,0,2,0
AGO,36,0,0,3,Izako Boars,53,0,0,4,3,2,0,1
1WIN,48,0,0,2,Wisla Krakow,43,0,0,0,1,1,0,1
Entropiq,15,0,0,0,Copenhagen Flames,41,0,0,0,0,2,1,1
HAVU,21,0,0,4,Endpoint,34,0,0,1,0,2,0,1
Hazard,240,0,0,0,Sylyx,252,0,0,0,0,2,1,1
VERTEX,152,0,0,0,BBBMBCBS,169,0,0,0,0,2,0,1
Rooster,154,0,0,2,Skyfire,146,0,0,0,0,2,0,1
Chiefs,179,0,0,0,munyanyo,213,0,0,0,0,2,0,1
Dire Wolves,83,0,0,0,Overperformers,153,0,0,0,0,2,0,1
Lyngby Vikings,78,0,0,0,GamerLegion,60,0,0,0,0,1,2,0
VERTEX,152,0,0,1,Bizarre,162,0,0,0,0,2,0,1
Nordavind,46,0,0,2,KOVA,76,0,0,1,0,0,2,0
Party Astronauts,84,0,0,5,TeamOne,58,0,0,14,4,2,0,1
Recon 5,92,0,0,0,GGPR,280,0,0,0,0,0,2,0
QcClan,237,0,0,0,Secret Club,70,0,0,0,0,0,2,0
Extra Salt,18,0,0,0,Big Chillin,114,0,0,0,0,2,0,1
Sprout,30,0,0,3,Anonymo,39,0,0,2,1,2,1,1
BIG,8,0,0,0,DBL PONEY,33,0,0,0,0,2,1,1
MAD Lions,65,0,0,0,100PG,55,0,0,1,0,0,2,0
Fiend,26,0,0,2,Endpoint,34,0,0,1,0,2,1,1
AGO,36,0,0,3,Sinners,29,0,0,2,0,0,2,0
Natus Vincere,2,0,0,0,Akuma,47,0,0,0,0,0,2,0
Lilmix,90,0,0,0,PAPERPLANES,0,0,0,0,0,2,0,1
Apeks,59,0,0,2,Wisla Krakow,43,0,0,2,0,0,2,0
1WIN,48,0,0,0,Izako Boars,53,0,0,0,0,2,0,1
UMX,171,0,0,0,Unique,166,0,0,0,0,0,2,0
FunPlus Phoenix,17,0,0,0,Complexity,11,0,0,4,0,2,0,1
Vitality,10,0,0,8,Heroic,3,0,0,9,3,0,2,0
SKADE,19,0,0,4,Young Ninjas,35,0,0,3,0,2,0,1
forZe,16,0,0,19,Virtus.pro,7,0,0,20,3,1,2,0
AGO,36,0,0,2,100PG,55,0,0,1,1,1,2,0
Wisla Krakow,43,0,0,3,SKADE,19,0,0,5,0,2,1,1
Copenhagen Flames,41,0,0,2,Lyngby Vikings,78,0,0,1,0,2,1,1
Sinners,29,0,0,1,SAW,37,0,0,4,0,1,2,0
Chiefs,179,0,0,0,Rooster,154,0,0,0,0,2,1,1
Simplicity,170,0,0,1,Dynasty,180,0,0,4,0,2,1,1
Dignitas,23,0,0,0,KOVA,76,0,0,0,0,2,1,1
Entropiq,15,0,0,0,Nordavind,46,0,0,0,0,2,1,1
Animal Squad,183,0,0,0,Hazard,240,0,0,0,0,0,2,0
Paradox,125,0,0,2,Bizarre,162,0,0,2,1,2,0,1
VERTEX,152,0,0,0,Overperformers,153,0,0,0,0,2,0,1
Renegades,51,0,0,0,R!OT,178,0,0,0,0,1,0,1
Lyngby Vikings,78,0,0,0,Copenhagen Flames,41,0,0,0,0,1,2,0
HAVU,21,0,0,0,GamerLegion,60,0,0,0,0,2,1,1
ORDER,89,0,0,0,Skyfire,146,0,0,0,0,2,0,1
Liquid,9,0,0,17,EXTREMUM,38,0,0,6,2,2,1,1
O PLANO,44,0,0,4,FURIA,6,0,0,1,0,0,2,0
Entropiq,15,0,0,0,Gambit,1,0,0,4,1,1,2,0
Endpoint,27,0,0,2,Lyngby Vikings,95,0,0,0,1,2,1,1
Dignitas,22,0,0,4,Sinners,29,0,0,6,1,2,0,1
Movistar Riders,26,0,0,3,forZe,16,0,0,3,0,0,2,0
Spirit,12,0,0,9,K23,33,0,0,1,0,2,0,1
SKADE,18,0,0,2,KOVA,90,0,0,0,0,2,1,1
Copenhagen Flames,0,0,0,0,Fiend,32,0,0,0,0,0,2,0
Entropiq,14,0,0,5,Izako Boars,46,0,0,4,3,0,1,0
HAVU,21,0,0,0,TTC,87,0,0,0,0,2,0,1
Dignitas,22,0,0,4,Wisla Krakow,45,0,0,1,1,0,2,0
AGO,35,0,0,0,GamerLegion,69,0,0,0,0,2,0,1
Dire Wolves,103,0,0,0,Rooster,159,0,0,0,0,2,0,1
Nordavind,41,0,0,0,1WIN,56,0,0,0,0,1,2,0
HAVU,21,0,0,0,100PG,65,0,0,0,0,1,2,0
Renegades,52,0,0,7,VERTEX,174,0,0,0,0,2,0,1
EXTREMUM,38,0,0,0,Bad News Bears,43,0,0,0,0,2,0,1
Extra Salt,19,0,0,10,Triumph,54,0,0,2,2,2,0,1
Evil Geniuses,25,0,0,17,FURIA,7,0,0,12,1,0,2,0
G2,5,0,0,3,NIP,15,0,0,2,1,2,1,1
GROND,105,0,0,0,Akuma,62,0,0,2,0,1,2,0
Copenhagen Flames,0,0,0,0,Spirit Academy,85,0,0,0,0,2,1,1
Sangal,48,0,0,0,AGF,72,0,0,0,0,2,0,1
Gambit,1,0,0,18,Nemiga,57,0,0,6,2,2,0,1
Astralis,4,0,0,13,mousesports,13,0,0,4,2,0,2,0
Lilmix,89,0,0,0,EC Brugge,71,0,0,0,0,2,1,1
GameAgents,99,0,0,0,Ambush,139,0,0,0,0,2,1,1
Young Ninjas,39,0,0,1,DBL PONEY,30,0,0,0,0,2,0,1
Virtus.pro,6,0,0,0,ex-Marlian,80,0,0,0,0,2,0,1
Lynn Vision,108,0,0,3,D13,123,0,0,3,1,3,1,1
Trident,49,0,0,1,K23,33,0,0,4,1,1,2,0
Ambush,139,0,0,2,Akuma,62,0,0,0,0,0,2,0
DBL PONEY,30,0,0,0,Spirit Academy,85,0,0,0,0,0,2,0
Bizarre,155,0,0,2,R!OT,182,0,0,2,1,16,5,1
VERTEX,174,0,0,0,Bizarre,155,0,0,0,0,16,13,1
Paradox,145,0,0,4,R!OT,182,0,0,1,1,16,7,1
NKT,186,0,0,7,D13,123,0,0,4,0,0,2,0
D13,123,0,0,2,HZ,241,0,0,2,0,2,1,1
Lynn Vision,108,0,0,2,NKT,186,0,0,1,1,2,0,1
Extra Salt,19,0,0,5,Liquid,9,0,0,13,4,2,1,1
9z,42,0,0,2,Furious,247,0,0,2,0,1,2,0
paiN,34,0,0,0,O PLANO,50,0,0,0,0,2,0,1
Anonymo,37,0,0,4,DBL PONEY,30,0,0,0,0,1,2,0
Trident,49,0,0,0,GamerLegion,69,0,0,2,0,1,2,0
Copenhagen Flames,0,0,0,0,GORILLAZ,74,0,0,0,0,2,0,1
Sprout,31,0,0,11,BIG,8,0,0,6,5,1,2,0
Entropiq,14,0,0,0,Virtus.pro,6,0,0,0,0,2,0,1
GameAgents,99,0,0,0,GROND,105,0,0,0,0,0,2,0
Young Ninjas,39,0,0,0,Copenhagen Flames,0,0,0,0,0,1,2,0
DBL PONEY,30,0,0,0,Case,67,0,0,0,0,2,0,1
Nemiga,57,0,0,8,bankaPEPSI,75,0,0,4,0,2,0,1
GamerLegion,69,0,0,2,UMX,168,0,0,0,0,2,0,1
Clutch Rayn,0,0,0,0,Akuma,62,0,0,0,0,0,2,0
Marlian,80,0,0,0,1WIN,56,0,0,0,0,2,1,1
HZ,241,0,0,0,w2c,0,0,0,0,0,2,1,1
GROND,105,0,0,0,TheDice,131,0,0,0,0,2,0,1
D13,123,0,0,2,Checkmate,128,0,0,0,0,2,0,1
Chiefs,147,0,0,1,Dire Wolves,103,0,0,4,1,12,16,0
Carnal Instinct,0,0,0,0,Skyfire,167,0,0,0,0,5,16,0
ORDER,92,0,0,0,FURY,0,0,0,0,0,16,3,1
Bizarre,155,0,0,0,Rooster,159,0,0,0,0,6,16,0
NKT,186,0,0,2,Checkmate,128,0,0,0,0,2,1,1
HZ,241,0,0,0,Lynn Vision,108,0,0,0,0,0,2,0
Liquid,9,0,0,0,Bad News Bears,43,0,0,0,0,2,1,1
Isurus,0,0,0,3,Furious,247,0,0,0,0,0,2,0
9z,42,0,0,4,Durany,150,0,0,1,1,2,1,1
FURIA,7,0,0,1,O PLANO,50,0,0,2,0,0,2,0
Complexity,10,0,0,4,Heroic,3,0,0,6,1,0,2,0
Nordavind,41,0,0,0,KOVA,90,0,0,0,0,2,1,1
LDLC,47,0,0,0,Copenhagen Flames,0,0,0,0,0,0,2,0
IN.GAME,77,0,0,0,Trident,49,0,0,0,0,1,2,0
Vitality,11,0,0,4,FunPlus Phoenix,17,0,0,0,0,2,1,1
Spirit Academy,85,0,0,0,MAD Lions,63,0,0,2,0,2,1,1
Apeks,61,0,0,0,NAVI Junior,55,0,0,0,0,2,0,1
Natus Vincere,2,0,0,10,Gambit,1,0,0,8,3,2,0,1
Sangal,48,0,0,0,Izako Boars,46,0,0,0,0,0,2,0
Galaxy Racer,51,0,0,2,KOVA,90,0,0,0,1,0,2,0
Akuma,62,0,0,1,K23,33,0,0,5,0,2,0,1
SKADE,18,0,0,4,Young Ninjas,39,0,0,1,0,0,2,0
100PG,65,0,0,0,NASR,81,0,0,0,0,2,1,1
Apeks,61,0,0,0,DBL PONEY,30,0,0,0,0,0,2,0
Extra Salt,19,0,0,2,EXTREMUM,38,0,0,10,1,2,0,1
Evil Geniuses,25,0,0,0,paiN,34,0,0,0,0,1,2,0
Coscu Army,0,0,0,0,Furious,247,0,0,1,1,0,2,0
FunPlus Phoenix,17,0,0,2,NIP,15,0,0,0,1,0,2,0
River Plate,0,0,0,0,Durany,150,0,0,0,0,1,2,0
Young Ninjas,39,0,0,0,777,144,0,0,0,0,2,0,1
Heroic,3,0,0,7,G2,5,0,0,8,4,1,2,0
Gambit,1,0,0,3,Trident,49,0,0,0,1,2,0,1
DBL PONEY,30,0,0,0,Nordavind,41,0,0,0,0,2,0,1
SAW,40,0,0,8,forZe,16,0,0,5,4,2,1,1
Lyngby Vikings,95,0,0,0,Astralis Talent,164,0,0,0,0,2,0,1
Natus Vincere,2,0,0,0,bankaPEPSI,75,0,0,0,0,2,0,1
Young Ninjas,39,0,0,5,NAVI Junior,55,0,0,0,0,2,0,1
Wisla Krakow,45,0,0,0,Sangal,48,0,0,0,0,2,0,1
Galaxy Racer,51,0,0,0,Ambush,139,0,0,0,0,2,0,1
MAD Lions,63,0,0,2,EC Brugge,71,0,0,0,0,2,0,1
SKADE,18,0,0,1,Endpoint,27,0,0,7,0,2,0,1
NASR,81,0,0,0,Lyngby Vikings,95,0,0,0,0,0,2,0
GamerLegion,69,0,0,0,KOVA,90,0,0,0,0,2,0,1
Galaxy Racer,51,0,0,0,Spirit Academy,85,0,0,0,0,0,2,0
GORILLAZ,74,0,0,0,100PG,65,0,0,0,0,1,2,0
OFFSET,82,0,0,1,Izako Boars,46,0,0,4,0,0,2,0
TeamOne,53,0,0,2,paiN,34,0,0,0,0,0,2,0
RBG,68,0,0,2,CENSRD,138,0,0,0,0,2,0,1
ChocoCheck,84,0,0,0,GGPR,286,0,0,0,0,2,0,1
Party Astronauts,119,0,0,0,PDHM,236,0,0,0,0,2,0,1
Extra Salt,19,0,0,0,SKDC,125,0,0,0,0,2,0,1
Durany,150,0,0,1,Isurus,0,0,0,0,0,2,16,0
PUGZEIROS,0,0,0,0,River Plate,0,0,0,0,0,4,16,0
9z,42,0,0,1,Furious,247,0,0,2,0,16,14,1
Meta PY,0,0,0,0,Coscu Army,0,0,0,1,0,6,16,0
SKADE,18,0,0,2,AGO,35,0,0,0,1,2,0,1
PACT,112,0,0,0,Wisla Krakow,45,0,0,3,0,2,0,1
BIG,8,0,0,2,mousesports,13,0,0,6,0,0,2,0
BLINK,66,0,0,0,LDLC,47,0,0,0,0,1,2,0
Entropiq,14,0,0,1,Spirit,12,0,0,2,0,0,2,0
Apeks,61,0,0,0,Budapest Five,76,0,0,0,0,2,1,1
DBL PONEY,30,0,0,0,Astralis,4,0,0,0,0,0,2,0
Fiend,32,0,0,0,NASR,81,0,0,0,0,2,1,1
Nemiga,57,0,0,9,SAW,40,0,0,6,1,0,2,0
1WIN,56,0,0,0,Wisla Krakow,45,0,0,0,0,2,0,1
Illuminar,0,0,0,4,Izako Boars,46,0,0,0,0,0,2,0
forZe,16,0,0,17,Virtus.pro,6,0,0,19,3,2,1,1
HYENAS,163,0,0,0,Anonymo,37,0,0,0,0,1,2,0
Sinners,29,0,0,6,Movistar Riders,26,0,0,3,1,2,0,1
GORILLAZ,74,0,0,0,Sangal,48,0,0,0,0,1,2,0
Tricked,44,0,0,0,Copenhagen Flames,0,0,0,0,0,1,2,0
Lyngby Vikings,95,0,0,2,100PG,65,0,0,0,0,2,0,1
GamerLegion,69,0,0,2,Izako Boars,46,0,0,0,0,1,0,1
Entropiq,14,0,0,4,Young Ninjas,39,0,0,0,0,0,2,0
Skyfire,167,0,0,0,Bandits,229,0,0,0,0,2,1,1
KOVA,90,0,0,0,OFFSET,82,0,0,0,0,2,1,1
1WIN,56,0,0,0,Akuma,62,0,0,1,0,0,2,0
VERTEX,174,0,0,0,Hazard,251,0,0,0,0,2,0,1
ORDER,92,0,0,2,Chiefs,147,0,0,1,1,2,0,1
Paradox,145,0,0,2,Rooster,159,0,0,0,0,2,0,1
Overperformers,173,0,0,0,Sylyx,258,0,0,0,0,2,0,1
GamerLegion,69,0,0,0,Izako Boars,46,0,0,0,0,2,0,1
LDLC,47,0,0,0,GORILLAZ,74,0,0,0,0,2,1,1
Dire Wolves,103,0,0,3,Animal Squad,166,0,0,0,0,2,0,1
Ambush,139,0,0,0,hREDS,106,0,0,0,0,2,0,1
Galaxy Racer,51,0,0,0,Iberian Family,78,0,0,0,0,2,0,1
Mythic,215,0,0,2,Veloz,162,0,0,1,1,1,2,0
O PLANO,50,0,0,0,TeamOne,53,0,0,0,0,2,1,1
RBG,68,0,0,4,Third Impact,73,0,0,0,0,0,2,0
Party Astronauts,119,0,0,0,CENSRD,138,0,0,0,0,2,0,1
QcClan,253,0,0,0,Recon 5,140,0,0,0,0,0,2,0
Isurus,0,0,0,0,River Plate,0,0,0,0,0,16,7,1
Durany,150,0,0,0,PUGZEIROS,0,0,0,0,0,16,9,1
Bad News Bears,43,0,0,0,GODSENT,116,0,0,0,0,2,1,1
ChocoCheck,84,0,0,0,SKDC,125,0,0,0,0,1,0,1
Coscu Army,0,0,0,0,Furious,247,0,0,0,0,18,22,0
9z,42,0,0,0,Meta PY,0,0,0,0,0,16,4,1
Movistar Riders,26,0,0,2,Sinners,29,0,0,4,0,1,2,0
SAW,40,0,0,0,BIG,8,0,0,0,0,2,1,1
KOVA,90,0,0,10,hREDS,106,0,0,6,2,2,1,1
Nemiga,57,0,0,4,K23,33,0,0,2,0,0,2,0
Endpoint,27,0,0,0,AGO,35,0,0,2,0,0,2,0
GamerLegion,69,0,0,3,Sangal,48,0,0,2,1,0,2,0
Wisla Krakow,45,0,0,0,LDLC,47,0,0,0,0,2,0,1
Fiend,32,0,0,4,Izako Boars,46,0,0,0,0,2,0,1
GamerLegion,69,0,0,0,NASR,81,0,0,0,0,1,2,0
Marlian,80,0,0,0,GROND,105,0,0,0,0,2,0,1
Wisla Krakow,45,0,0,0,Lyngby Vikings,95,0,0,0,0,2,0,1
100PG,65,0,0,0,IN.GAME,77,0,0,0,0,0,2,0
R!OT,182,0,0,0,Overperformers,173,0,0,0,0,2,1,1
Galaxy Racer,51,0,0,0,100PG,65,0,0,0,0,0,2,0
1WIN,56,0,0,0,Sangal,48,0,0,0,0,2,0,1
Simplicity,188,0,0,2,Bandits,229,0,0,1,0,2,0,1
Dire Wolves,103,0,0,0,BBBMBCBS,156,0,0,0,0,2,0,1
Chiefs,147,0,0,0,Dynasty,183,0,0,0,0,2,0,1
Renegades,52,0,0,2,Animal Squad,166,0,0,0,0,2,0,1
Rooster,159,0,0,0,munyanyo,219,0,0,0,0,1,0,1
OFFSET,82,0,0,0,Ambush,139,0,0,0,0,2,1,1
Caronte,78,0,0,0,GORILLAZ,74,0,0,0,0,0,2,0
TeamOne,53,0,0,7,RBG,68,0,0,1,1,2,0,1
GODSENT,116,0,0,0,Triumph,54,0,0,0,0,2,0,1
Trident,49,0,0,0,Virtus.pro,6,0,0,2,0,0,1,0
Nexus,99,0,0,0,Budapest Five,79,0,0,0,0,0,2,0
1WIN,56,0,0,0,hREDS,106,0,0,0,0,2,0,1
Wisla Krakow,46,0,0,0,Ambush,185,0,0,0,0,2,0,1
Spirit,12,0,0,15,Gambit,1,0,0,13,2,2,0,1
Sangal,58,0,0,5,Budapest Five,79,0,0,1,0,0,2,0
Galaxy Racer,53,0,0,0,NASR,81,0,0,0,0,1,2,0
GamerLegion,76,0,0,0,100PG,67,0,0,0,0,2,0,1
Sangal,58,0,0,3,Nexus,99,0,0,1,1,2,1,1
Izako Boars,55,0,0,0,GORILLAZ,148,0,0,0,0,2,0,1
Lyngby Vikings,244,0,0,0,OFFSET,70,0,0,0,0,2,0,1
Sangal,58,0,0,0,KOVA,78,0,0,0,0,2,1,1
Fiend,40,0,0,0,Caronte,75,0,0,0,0,2,0,1
Bad News Bears,38,0,0,5,paiN,33,0,0,5,1,0,2,0
Party Astronauts,156,0,0,0,Veloz,146,0,0,0,0,2,0,1
Secret Club,85,0,0,6,Third Impact,103,0,0,1,0,2,0,1
MIBR,32,0,0,0,Sharks,68,0,0,1,0,2,1,1
Extra Salt,21,0,0,0,O PLANO,50,0,0,0,0,2,0,1
Third Impact,103,0,0,0,Veloz,146,0,0,0,0,2,1,1
Secret Club,85,0,0,3,Party Astronauts,156,0,0,7,1,2,1,1
Bravos,112,0,0,2,Paquetá,88,0,0,2,2,0,2,0
forZe,15,0,0,10,Nemiga,47,0,0,17,6,2,1,1
Young Ninjas,42,0,0,3,NAVI Junior,65,0,0,0,0,2,0,1
Istanbul Wildcats,0,0,0,0,Sangal,58,0,0,0,0,0,3,0
Sprout,30,0,0,0,FaZe,19,0,0,0,0,2,1,1
HONORIS,71,0,0,0,AGO,36,0,0,2,0,0,2,0
Natus Vincere,2,0,0,0,Entropiq,20,0,0,0,0,0,2,0
Trident,54,0,0,0,Save's,172,0,0,0,0,2,0,1
Apeks,57,0,0,0,Sangal,58,0,0,0,0,0,2,0
1WIN,56,0,0,2,100PG,67,0,0,6,0,2,0,1
paiN,33,0,0,2,RBG,62,0,0,0,0,2,0,1
Sharks,68,0,0,2,Paquetá,88,0,0,4,0,2,0,1
Bad News Bears,38,0,0,0,TeamOne,52,0,0,0,0,2,0,1
MIBR,32,0,0,0,Bravos,112,0,0,0,0,2,0,1
Anonymo,44,0,0,3,AGO,36,0,0,0,1,1,2,0
Complexity,10,0,0,5,fnatic,25,0,0,11,5,2,0,1
Sprout,30,0,0,0,Unicorns of Love,219,0,0,0,0,2,1,1
IN.GAME,72,0,0,0,bankaPEPSI,84,0,0,0,0,1,2,0
Case,66,0,0,0,EC Brugge,64,0,0,0,0,2,0,1
BLINK,63,0,0,0,100PG,67,0,0,0,0,0,2,0
Izako Boars,55,0,0,8,HONORIS,71,0,0,6,0,1,2,0
Budapest Five,79,0,0,0,GORILLAZ,148,0,0,0,0,0,2,0
Vitality,11,0,0,5,OG,16,0,0,2,2,2,0,1
ALTERNATE aTTaX,77,0,0,2,Unicorns of Love,219,0,0,0,0,1,2,0
Lilmix,74,0,0,8,KOVA,78,0,0,4,1,0,2,0
Galaxy Racer,53,0,0,0,AVE,94,0,0,0,0,1,2,0
Akuma,69,0,0,0,GROND,121,0,0,0,0,2,0,1
GORILLAZ,148,0,0,2,Nordavind,43,0,0,0,0,0,2,0
Sprout,30,0,0,0,NLG,73,0,0,0,0,2,0,1
Fiend,40,0,0,0,PACT,83,0,0,2,0,2,0,1
K23,39,0,0,0,Marlian,86,0,0,1,0,2,0,1
Nordavind,43,0,0,0,Finest,297,0,0,0,0,2,0,1
TTC,132,0,0,0,Nexus,99,0,0,0,0,2,1,1
O PLANO,50,0,0,2,Triumph,48,0,0,0,1,2,1,1
Bravos,112,0,0,2,Meta,162,0,0,0,0,2,1,1
Extra Salt,21,0,0,0,GODSENT,90,0,0,0,0,2,0,1
MIBR,32,0,0,8,Havan Liberty,130,0,0,1,0,2,1,1
FunPlus Phoenix,17,0,0,2,HYENAS,0,0,0,1,0,2,0,1
Unicorns of Love,219,0,0,0,cowana,104,0,0,0,0,2,1,1
